Աֆրիկա	非洲
Մաքսվել (ֆուտբոլիստ)	马克斯韦尔·舒尔勒·卡贝里诺·安德拉德
Սուպերխումբ	超級樂團
Միկրոկլիմա	微氣候
Հոմոմորֆիզմ	同态
Տելենոր Արենա	泰倫拿體育館
Օսկարի 80-րդ մրցանակաբաշխություն	第80屆奧斯卡金像獎
Վերիզմ	真实主义
Կորնթոսի պարանոց	科林斯地峽
Ջոն Մեյեր	約翰·梅爾
Գորշ աղվես	灰狐
Հուգո վան դեր Գուս	雨果·凡·德·古斯
Գրգռում (ֆիզիկա)	激发态
Կարլ Չեռնի	卡尔·车尔尼
Չիզքեյք	起士蛋糕
Շվեդիայի ազգային հեռուստաընկերություն	瑞典电视台
Գետնամուշկանմաններ	石松門
Էմայիգի	埃馬約吉河
Norwegian Air Shuttle	挪威航空
Հեքլբերի Ֆինի արկածները	頑童歷險記
Փրփուր	泡沫
Չեռնոբիլի ատոմակայան	切尔诺贝利核电站
Փշաձկներ	棘背魚科
Գրան Պլաս	布鲁塞尔大广场
Սի Էմ Փանք	CM Punk
Թերենս Մալիք	泰倫斯·馬利克
Մարտով Լ.	尤里·奥西波维奇·马尔托夫
Ալադին (մուլտֆիլմ)	阿拉丁 (电影)
Գիլիերմո Օչոա	吉列尔莫·奥乔亚
Էմիլի դե Ռավին	艾蜜莉·迪瑞文
Ալեն Ժյուպե	阿兰·朱佩
Նյուտոն-մետր (չափման միավոր)	牛頓米
Դիպոլ	偶極子
Փիքափ	皮卡
Անձ	個人
Նադեժդա Կրուպսկայա	娜杰日达·康斯坦丁诺芙娜·克鲁普斯卡娅
Աերոբիկա	有氧健身操
Կոլումբիայի վարչական բաժանում	哥伦比亚行政区划
Առնալդուր Ինդրիդասոն	阿诺德·英德里达松
Գրանոդիորիտ	花崗閃長岩
Բրիտանիկ	不列颠号
Իտուրուպ	擇捉島
Հուգո Վոլֆ	胡戈·沃尔夫
Հուլիոս Կեսար (Շեքսպիր)	凱撒大帝 (戲劇)
Էներգետիկ ըմպելիք	機能性飲料
Ջարեդ Պադալեկի	傑瑞·帕達里基
Դելֆիններ	海豚科
Անդրանիկ Մարգարյան (քաղաքական գործիչ)	安德拉尼克·马尔加良
Microsoft SQL Server	Microsoft SQL Server
Պուերտոլյանո	普埃尔托利亚诺
Ջեֆֆ Բաքլի	傑夫·巴克利
JVC	JVC
Սերենադ	小夜曲
Վերխոյանսկի լեռնաշղթա	上揚斯克山脈
Կեպրի	凱布利
Ռապլա (քաղաք, Էստոնիա)	拉普拉 (愛沙尼亞)
S/2003 J 19	S/2003 J 19
Դունտինհու	洞庭湖
S/2003 J 16	S/2003 J 16
Լուիզ Միշել	路易斯·米歇尔
BBC Two	英國廣播公司第二台
Դառնամատիտեղ	紅菇屬
Ագատիս	贝壳杉属
Կիվիիլի (քաղաք, Էստոնիա)	基維厄利
Ալեքս Ռոդրիգո Դիաս դա Կոստա	阿歷士·洛里高·迪亞士·達哥斯達
Վիետնամցիներ	京族
Կոլգուև	科尔古耶夫岛
Սոցիալական էջանշում	社交书签
Երկրորդ համաշխարհային պատերազմի երկրորդ ճակատ	西方战线 (第二次世界大战)
Տոմ (Օբի վտակ)	托木河
Արտակարգ դրություն	紧急状态
Վերշիկերեն	布魯夏斯基語
Սուդա (հանրագիտարան)	苏达辞书
Հիդրոդինամիկա	流體動力學
Արկտիկական գայլ	北極狼
Continental Airlines	美國大陸航空
Պարիի արշիպելագ	伊丽莎白女王群岛
Ֆիլիպո Մարինետտի	菲利波·托马索·马里内蒂
Փոքր Կովկաս	小高加索山脈
Էդ Միլիբենդ	文立彬
Զայսան	斋桑泊
Կաշգարյան հարթավայր	塔里木盆地
.edu	.edu
Ուեյքֆիլդ	韦克菲尔德
Թամանի թերակղզի	塔曼半岛
In situ	In situ
Ներքե	內爾徹
Վալդորֆյան դպրոց	华德福教育
Լյուդվիգ Հոլբերգ	路維·郝爾拜
Նորվեգիան Եվրատեսիլ երգի մրցույթում	挪威在欧洲歌唱大赛之历年表现
Իտումլենգ Կունե	伊图梅伦·库内
Նոր Զելանդիայի վարչական բաժանում	紐西蘭一級行政區劃
Միջին անոմալիա	平近點角
Ժայռը (ֆիլմ, 1996)	絕地任務
Էդուարդ Հիգգինս Ուայթ	爱德华·怀特
Նարոդնիկություն	民粹派
S/2003 J 15	S/2003 J 15
Ռիկոտա	里考塔
Մանոմետր	压力测量
Թարթան	花呢格紋
Վիտո Վոլտերա	維多·沃爾泰拉
Իպոլիտ Ֆիզո	阿曼德·斐索
Եզնայծ	伊蘭羚羊
Միչել Սալգադո	米歇尔·萨尔加多
Ապելլես	阿佩莱斯
Օդային զանգվածներ	气团
Գեյզեր	盖锡尔与斯特罗柯间歇泉
Կիլոգրամ-ուժ	千克力
Կանաչ հրվանդան	佛得角半島
Սոֆի Էլլիս-Բեքստոր	蘇菲·艾利斯-貝斯特
Արծաթի քլորիդ	氯化银
Գլեն Գուլդ	格连·古尔德
Քրիս Ալեն	克里斯·艾倫
Գովազդային գործակալություն	廣告代理商
Շոն Քոմբս	尚恩·库姆斯
Լեռնային Լիբանանի պրովինցիա	黎巴嫩山省
Աբական (գետ)	阿巴坎河
Ժոզեֆ Ֆուշե	约瑟夫·富歇
Ինսոլյացիա	日射量
Բլեյդ. Եռյակ	刀鋒戰士3
Live aus Berlin	柏林現場
Ռոտերեմ	羅瑟勒姆
Ուշ անտիկ ժամանակաշրջան	古典时代晚期
ԱՄՆ Միջազգային զարգացման գործակալություն	美国国际开发署
Ֆաբուլա	情節
Տելեցկոյե լիճ	捷列茨科耶湖
Դանդաղասրտություն	心跳过缓
Ռամզան Քադիրով	拉姆赞·卡德罗夫
Ֆեռիմագնիսականություն	亚铁磁性
Վինգ չուն	咏春拳
Վալենտին Սերով	瓦伦丁·谢罗夫
Փիթ Փոսթլեթուեյթ	彼得·普斯特李威
Իսմայիլիա	伊斯梅利亚
Յոթերորդ կնիքը	第七封印
Sky News	天空新闻台
Սուբլիմացիա (հոգեբանություն)	升华 (心理学)
Կապադովկիա	卡帕多细亚
Ծիծառակտցարներ	燕鸻科
Աֆղանական աղվես	阿富汗狐
The New Yorker	紐約客
Էլեկտրա (այլ կիրառումներ)	厄勒克特拉 (消歧义)
Խմբային արագություն	群速度
Ապրիլի 25 (ֆուտբոլային ակումբ)	4.25體育團
Աննա Գավալդա	安娜·加瓦尔达
Վոլոֆ	沃洛夫人
Բեռնի կոնվենցիա (1886)	保护文学和艺术作品伯尔尼公约
Եղջերառվույտ	Lotus
Կատեգորիաների տեսություն	范畴论
Ջովաննի Սամարտինի	乔万尼·巴蒂斯塔·萨马丁尼
Տեղաբնականուն	区域居民称谓词
Ճիաթուրա	奇阿圖拉
Վալ դ'Օրչա	奥尔恰谷
Էվրիկա	尤里卡 (词语)
Շխարա	什哈拉山
Ալեքսանդր Ռադիշչև	亚历山大·尼古拉耶维奇·拉季舍夫
Յուրի Ջորկաեֆ	尤里·德约卡夫
Չեդեր (պանիր)	車打芝士
Երկրին մոտեցող աստերոիդներ	近地小行星
Քարֆուր	家樂福
Ստանիսլավ Մոնյուշկո	斯坦尼斯拉夫·莫纽什科
Կոմպլեքս փոփոխականի ֆունկցիայի բևեռ	亚纯函数
Ընդակերներ	绿豆象
Տամսալու (քաղաք, Էստոնիա)	達姆薩盧
Ամերիկյան բնագիտական թանգարան	美國自然史博物館
Հայդուկ	法外之徒 (巴爾幹)
Գեորգի Գյուրջիև	喬治·伊凡諾維奇·葛吉夫
ESPN	ESPN
Կրկնակի ճեղքով փորձ	雙縫實驗
Ռիյգիկոգու	爱沙尼亚国会
Օքեյ	OK
Կապիտուլյացիա (զինված ուժեր)	投降
Բզզաններ	食蚜蝇
Հինդենբուրգ (դիրիժաբլ)	興登堡號飛船
Ծնորի	茨諾里
Սիլ	席尔
Կիմոն	客蒙
Շտեֆան Մեծ	斯特凡三世
Զոդիաք (ֆիլմ)	索命黃道帶
Վիտովտ	维陶塔斯
Գրոտեսկ	西洋穴怪圖像
Զուտերվաուդե	祖特尔乌德
Ռուսաստանի նախագահ	俄罗斯总统
Սվեն-Գյորան Էրիկսոն	斯文·約蘭·艾歷臣
Չեզարե Պրանդելլի	切薩雷·普蘭德利
Կարլովկա (քաղաք, Ուկրաինա)	卡爾利夫卡
Ռոբերտո Սոլդադո	羅拔圖·蘇達度
Խոջալուի արյունահեղություն	霍贾利灭绝种族事件
Ուիլ Ֆերրել	威爾·法洛
Դյույմ	英寸
Կորպորատիվ սոցիալական պատասխանատվություն	企業社會責任
Ալանին	丙氨酸
Գաբրիել Սիդոն Կոլեթ	科萊特
Ջերոմ Կլապկա Ջերոմ	杰罗姆·克拉普卡·杰罗姆
Էրիթրոպոետին	紅血球生成素
Օնորե Միրաբո	奥诺雷·米拉波
Ֆրենսիս Դրեյկ	德雷克
Մարսի մթնոլորտ	火星大氣層
Պոկահոնտաս (մուլտֆիլմ)	风中奇缘 (电影)
Լորենս Սթեռն	劳伦斯·斯特恩
Ռահուլա	罗睺罗
Անդրեու Ֆոնտաս Պրատ	安德鲁·丰塔斯
ՖԻՖԱ-յի նախագահների ցանկ	国际足球联合会主席列表
(6706) 1988 VD3	小行星6706
Նարնջի հյութ	橙汁
Պաղեստին	巴勒斯坦国
Ֆիզիկական վարժություն	體能鍛煉
Իսկության աղյուսակ	真值表
Չոպ	喬普
BC (այլ կիրառումներ)	BC
Բաղադրատոմս	食谱
Հոտենտոտներ	科伊科伊人
Լոուրենս	劳伦斯
Նիկոլայ Անդրիանով	尼库莱·安德里亚诺夫
Նիկոլաս Սպարկս	尼可拉斯·史派克
Եվրոպական գավաթ 1955–56	1955–56年欧洲冠军杯
Ջամպաոլո Պացցինի	詹保羅·柏仙尼
United Artists	聯美
Վենչուրային կապիտալ	风险投资
Էդուարդ Օլբի	爱德华·阿尔比
Դիմակը (ֆիլմ)	變相怪傑
Californication (ալբոմ)	加州淘金夢 (專輯)
Բալիստա	投射機
Շտապիր սիրել	初恋的回忆
Ուղևորություն դեպի երկրի կենտրոնը	地心歷險記
Վալպարաիսո (տարածաշրջան)	瓦尔帕莱索大区
Միսիոներություն	传教士
Ուոլտեր Բրենան	沃尔特·布伦南
Մեծ հույսեր	远大前程
Կուլտային կինո	邪典电影
Իսկրա (պարբերաթերթ)	火星报
Մադամ Տյուսո	杜莎夫人
Վատուտինո (քաղաք, Ուկրաինա)	瓦圖季諾
Տալնոե (քաղաք, Ուկրաինա)	塔利諾耶
Սմելա (քաղաք, Ուկրաինա)	斯米拉
Խրիստինովկա (քաղաք, Ուկրաինա)	赫里斯季諾夫卡
Ուֆոլոգիա	幽浮學
Լարախաղաց	走钢丝
Մորգան Դե Սանկտիս	摩尔甘·德·桑克蒂斯
Ռենե Լաեննեկ	雷奈克
Էֆեդրին	麻黃鹼
Ադամ Լևին	亞當·列維
Միզանտրոպիզմ	厭世
Խաբաբ	哈巴布
Բոխնի	當歸屬
Ալ-Կունեյտրայի մարզ	库奈特拉省
Չեմպիոնների Լիգա 2005-2006	2005–06年欧洲冠军联赛
Քրիս Թաքեր	克里斯·塔克
Ռոբերտ Մանդել	羅伯特·蒙代爾
Ջորջ Կաննինգ	喬治·坎寧
Ռիչարդ Սթոուն	理查德·史東
Անդրեյ Տուպոլև	安德烈·图波列夫
Sheer Hearth Attack (ալբոմ)	心痛 (皇后合唱團專輯)
Վոլոչիսկ (քաղաք, Ուկրաինա)	沃洛奇斯克
Կորսուն-Շևչենկովսկի (քաղաք, Ուկրաինա)	科爾孫-舍甫琴柯夫斯基
Զոլոտոնոշա (քաղաք, Ուկրաինա)	佐洛托諾沙
Ժաշկով (քաղաք, Ուկրաինա)	扎什基夫
Դերաժնյա (քաղաք, Ուկրաինա)	傑拉日尼亞
Ֆաներ	胶合板
Մոնաստիրիշչե (քաղաք, Ուկրաինա)	莫納斯特里謝
Ազգային կոնվենտ	国民公会
Զվենիգորոդկա (քաղաք, Ուկրաինա)	茲韋尼戈羅德卡
Գորոդոկ (քաղաք, Խմելնիցկիի մարզ)	戈羅多克 (烏克蘭)
Զոնդ (կայան)	探測器號系列探測器
Գորոդիշչե (քաղաք, Ուկրաինա)	戈羅季謝
Խուլիգանություն	球迷骚乱
Զոնգուլդաք (նահանգ)	宗古尔达克省
Scania AB	斯堪尼亚汽车
Դեյվիս շրջան (Ինդիանա)	戴維斯縣 (印地安納州)
ITV	獨立電視台
Ուտեբո	乌特沃
Դալտոնի օրենք	道尔顿分压定律
Մոնոկուլտուրա	單一作物
Կոճափայտ	枕木
ՖԻՖԱ Կոնֆեդերացիաների Գավաթ 2013	2013年洲際國家盃
Խարզա	黃喉貂
Մեծ Կանիոն	大峽谷國家公園
Սեթ Ռոգեն	塞斯·羅根
Ալիսը Հայելու աշխարհում	愛麗絲鏡中奇遇
Ուիլյամ Ֆիչտներ	威廉·菲德内尔
Պարսիֆալ (օպերա)	帕西法尔
(8949) 1997 CM28	小行星8949
Պիթիա	皮媞亞
Իոան Կապոդիստրիա	愛奧尼斯·卡波季斯第亞斯
Սալաիրյան բլրաշար	薩萊爾山脈
Որակի ծառայություն (համակարգչային ցանց)	QoS
Երջանկության հետևից (ֆիլմ)	當幸福來敲門
Ոչ շաքարային դիաբետ	尿崩症
Բրոք Լեզնար	布洛克·雷斯納
(7644) Ցսլյևիս	小行星7644
Թոքային զարկերակի թրոմբոէմբոլիա	肺栓塞
(5461) Աութում	小行星5461
Մայքլ Մեդսեն	迈克尔·马德森
Ֆարադեյի օրենքներ	法拉第电解定律
Էյստյուրլանդ	東部區 (冰島)
(6414) Միզունումա	小行星6414
Մադի Ուոթերս	马迪·沃特斯
Kid A (ալբոմ)	一號複製人
The Killers	杀手乐队
Յամբոլի մարզ	揚博爾州
Աստծո քաղաքը (ֆիլմ, 2002)	無法無天
(2901) Բադեհոտ	小行星2901
A Day at the Races	A Day at the Races
Կուլակություն	富農 (俄國)
Արքայական ճանապարհ	波斯御道
Բոհեմունդ Տարենտացի	博希蒙德一世
Մ.թ.ա. 521	前521年
Ընտրության տեսակավորում	选择排序
(2757) Կրիսսեր	小行星2757
Ֆիլիպսի կոր	菲利普斯曲线
Թվային ստորագրություն	數位簽章
Ավտոպիլոտ	自動駕駛
(2386) Նիկոնով	小行星2386
Հերքելիություն	可证伪性
(9008) Բոստերնբերկ	小行星9008
Մ.թ.ա. 538	前538年
Կուսածաղիկ	蔓长春花属
(8622) 1981 EM8	小行星8622
(5684) Կոգո	小行星5684
(9215) Տաիյոնոտո	小行星9215
Թովմա Գեմբացի	托马斯·肯皮斯
Տրիստան դա Կունյա	特里斯坦-达库尼亚
(5378) Էլիեյետ	小行星5378
(7812) Բիլլվարդ	小行星7812
(3082) Ջալիլ	小行星3082
(4630) Չաոնիս	小行星4630
Մաուրիցհեյս	莫瑞泰斯皇家美术馆
28 օր	28天
(7056) Կիերկգարդ	小行星7056
(7156) 1981 EC2	小行星7156
Թի Փեյն	T-Pain
(3233) Կրիսբարոնս	小行星3233
(2338) Բոխան	小行星2338
(2736) Օպս	小行星2736
(9541) Մագրի	小行星9541
Սուլֆիդներ	硫化物
Կոլիբրիներ	紫耳蜂鸟属
Pablo Honey	亲爱的派伯诺
The Bends	善变
Էնգելբըրտ Համփըրդինք	英格伯·漢普汀克
(3424) Նալս	小行星3424
Անգգուն	安谷
Սպիրոխետներ	螺旋體門
(7304) Նամիկի	小行星7304
Ջեյսոն Քիդ	贾森·基德
Ջեյդեն Սմիթ	贾登·史密斯
Մետագալակտիկա	可觀測宇宙
(9338) 1991 FL4	小行星9338
Սենտ Վինսենթ և Գրենադինների ֆուտբոլի ազգային հավաքական	聖文森特和格林納丁斯國家足球隊
Ռումբա (գյուղ, Լիհուլա շրջան)	伦巴
(4617) Զադունայսկի	小行星4617
Լեհական թագավորություն	波蘭會議王國
(6276) Կուրոհոն	小行星6276
(7169) Լինդա	小行星7169
Հետիոտն	行人
(9081) Հայդեկիանո	小行星9081
(6874) 1994 JO1	小行星6874
(8070) ԴեՄեո	小行星8070
(8891) Իրոկավա	小行星8891
(5545) Մակարով	小行星5545
Air Malta	馬耳他航空
Բոգդան Լոբոնց	博格丹·洛邦特
(9949) Բրոնտոզովրուս	小行星9949
Մ.թ.ա. 657	前657年
Հյուր Ռոբինսոնների մոտ	未來小子
Մուտագեններ	突變原
(8380) Թուտինգ	小行星8380
(823) Սիսիգամբիս	小行星823
Տոռեվիեխա	托雷维耶哈
Ֆ91 Դյուդելանժ	迪德朗日足球俱樂部
Պարահանդես-դիմակահանդես (օպերա)	化妝舞會 (歌劇)
Սանտա-Կոլոմա ՖԱ	聖達哥林瑪足球會
Էյսիդ ջազ	酸爵士
Ջոկեր	鬼牌
Վեստուրլանդ	西部區 (冰島)
Սիսինյո	西西尼奥
Գեղջկական ասպետություն	乡村骑士
Մարդ, ով փոխեց ամեն ինչ	点球成金
(5954) Էպիկուրոս	小行星5954
(2557) Պուտնամ	小行星2557
(9105) Մացումուրա	小行星9105
Լոքերեն (ֆուտբոլային ակումբ)	东佛兰德洛克伦体育俱乐部
